car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats
Ford Aspire,Ford,Aspire,2023,5.29,66235,Petrol,Dealer,Manual,Second Owner,16.8,,48.7,7
Mahindra Scorpio,Mahindra,Scorpio,2022,6.19,49916,Diesel,Individual,Manual,Second Owner,18.5,1334.0,92.2,5
Hyundai i20,Hyundai,i20,2018,2.94,88400,CNG,Individual,Manual,Second Owner,19.7,1107.0,58.0,5
Kia Sonet,Kia,Sonet,2018,5.09,91733,Petrol,Dealer,Manual,First Owner,22.1,800.0,75.8,5
Maruti Swift,Maruti,Swift,2016,1.92,94531,CNG,Dealer,Manual,First Owner,22.6,831.0,,5
Honda Jazz,Honda,Jazz,2022,6.83,44758,Petrol,Dealer,Manual,Second Owner,18.3,876.0,45.0,5
Toyota Fortuner,Toyota,Fortuner,2013,3.98,98902,Petrol,Dealer,Manual,First Owner,14.9,1512.0,92.4,7
Maruti Baleno,Maruti,Baleno,2015,2.29,65525,Diesel,Individual,Manual,Second Owner,15.3,1624.0,97.3,5
Maruti Swift,Maruti,Swift,2013,2.01,106760,Petrol,Trustmark Dealer,Manual,First Owner,16.8,1774.0,107.3,5
Tata Tiago,Tata,Tiago,2018,3.08,111304,Diesel,Trustmark Dealer,Manual,First Owner,16.4,800.0,56.1,5
Mahindra Scorpio,Mahindra,Scorpio,2015,3.48,81833,Diesel,Individual,Automatic,First Owner,20.8,800.0,53.7,5
Toyota Glanza,Toyota,Glanza,2014,4.51,93401,Petrol,Individual,Manual,First Owner,22.4,800.0,52.5,5
Kia Carens,Kia,Carens,2016,3.48,149899,CNG,Individual,Manual,First Owner,17.6,,96.5,5
Volkswagen Taigun,Volkswagen,Taigun,2023,5.83,50997,Petrol,Dealer,Manual,Second Owner,18.9,1346.0,95.6,5
Tata Altroz,Tata,Altroz,2019,4.09,98063,Diesel,Trustmark Dealer,Automatic,First Owner,20.3,1228.0,92.1,5
Volkswagen Taigun,Volkswagen,Taigun,2022,5.95,85630,Petrol,Dealer,Automatic,First Owner,12.4,1280.0,83.4,5
Maruti Swift,Maruti,Swift,2023,4.66,79575,Petrol,Individual,Automatic,Second Owner,21.7,1180.0,79.8,5
Maruti Dzire,Maruti,Dzire,2023,5.52,31509,Petrol,Individual,Automatic,First Owner,21.2,808.0,50.4,5
Renault Duster,Renault,Duster,2016,2.27,105416,CNG,Individual,Manual,First Owner,20.0,1380.0,91.5,7
Volkswagen Polo,Volkswagen,Polo,2023,6.88,29399,Petrol,Individual,Automatic,Third Owner,16.3,1135.0,79.3,5
Hyundai Grand i10,Hyundai,Grand i10,2023,5.38,118818,CNG,Individual,Manual,Second Owner,17.0,800.0,57.2,5
Honda City,Honda,City,2024,7.53,23412,Petrol,Individual,Automatic,First Owner,20.8,1401.0,95.2,5
Toyota Fortuner,Toyota,Fortuner,2016,4.05,87447,Petrol,Individual,Automatic,Second Owner,17.3,,75.3,5
Renault Kiger,Renault,Kiger,2014,2.28,100606,Petrol,Individual,Automatic,First Owner,17.3,1280.0,77.0,5
Toyota Fortuner,Toyota,Fortuner,2019,7.02,58073,Petrol,Dealer,Manual,First Owner,19.6,1156.0,88.1,5
Tata Nexon,Tata,Nexon,2024,6.02,88257,CNG,Individual,Automatic,First Owner,18.1,1512.0,96.5,5
Tata Nexon,Tata,Nexon,2023,5.59,118293,Petrol,Individual,Manual,First Owner,20.1,1277.0,98.6,5
Tata Harrier,Tata,Harrier,2019,3.48,80533,Diesel,Dealer,Manual,First Owner,20.5,891.0,67.4,5
Toyota Etios,Toyota,Etios,2013,4.45,100950,Diesel,Trustmark Dealer,Manual,First Owner,15.6,1313.0,103.0,5
Renault Triber,Renault,Triber,2017,2.37,54787,Petrol,Dealer,Manual,Second Owner,19.1,1324.0,97.2,5
Tata Harrier,Tata,Harrier,2021,5.03,72629,Diesel,Dealer,Manual,First Owner,18.8,1379.0,92.7,5
Hyundai Creta,Hyundai,Creta,2019,3.62,84039,CNG,Dealer,Manual,First Owner,12.7,1563.0,95.2,5
Hyundai Grand i10,Hyundai,Grand i10,2016,2.69,96171,Diesel,Dealer,Manual,Second Owner,22.4,984.0,63.5,7
Volkswagen Polo,Volkswagen,Polo,2016,2.46,115370,Petrol,Dealer,Manual,Third Owner,12.1,1434.0,98.1,5
Renault Kiger,Renault,Kiger,2012,1.93,145193,Diesel,Individual,Manual,First Owner,22.6,800.0,60.1,5
Maruti Dzire,Maruti,Dzire,2015,1.97,124107,Diesel,Individual,Manual,Second Owner,17.3,1158.0,74.0,7
Maruti Swift,Maruti,Swift,2020,3.64,77545,Petrol,Individual,Automatic,Second Owner,20.3,1104.0,82.4,5
Toyota Innova,Toyota,Innova,2015,5.0,92764,Diesel,Individual,Manual,First Owner,16.5,1707.0,109.2,5
Maruti Wagon R,Maruti,Wagon R,2024,5.48,73148,Petrol,Individual,Automatic,First Owner,18.6,1145.0,84.7,5
Renault Kwid,Renault,Kwid,2013,2.21,130275,Diesel,Individual,Manual,First Owner,18.1,1413.0,84.9,5
Hyundai Grand i10,Hyundai,Grand i10,2019,4.27,110543,Electric,Individual,Manual,Second Owner,20.4,800.0,67.0,5
Maruti Baleno,Maruti,Baleno,2018,3.04,114881,Electric,Individual,Manual,First Owner,,1077.0,78.2,5
Kia EV6,Kia,EV6,2022,8.19,40221,Diesel,Individual,Manual,First Owner,24.3,904.0,74.3,5
Maruti Swift,Maruti,Swift,2023,5.21,33447,Diesel,Individual,Manual,Second Owner,10.8,2066.0,136.4,5
Hyundai i20,Hyundai,i20,2019,4.33,74378,Diesel,Individual,Manual,First Owner,13.3,967.0,67.5,5
Maruti Wagon R,Maruti,Wagon R,2020,3.34,61262,Petrol,Individual,Manual,First Owner,17.4,1226.0,81.1,5
Maruti Dzire,Maruti,Dzire,2021,3.83,94615,Petrol,Dealer,Manual,Second Owner,17.1,1244.0,97.7,5
Maruti Dzire,Maruti,Dzire,2018,2.82,105228,Petrol,Individual,Manual,Third Owner,19.8,800.0,56.7,5
Maruti Dzire,Maruti,Dzire,2014,1.65,147682,Petrol,Individual,Manual,Second Owner,17.5,1016.0,76.9,5
Maruti Wagon R,Maruti,Wagon R,2017,2.87,112722,Electric,Individual,Automatic,First Owner,19.3,1342.0,85.8,5
Maruti Swift,Maruti,Swift,2015,1.79,121590,CNG,Individual,Manual,First Owner,15.4,1230.0,67.8,5
Toyota Etios,Toyota,Etios,2018,5.48,123894,Petrol,Individual,Manual,First Owner,21.5,800.0,49.2,5
Ford Endeavour,Ford,Endeavour,2019,3.7,101334,Petrol,Individual,Manual,First Owner,20.7,1002.0,73.4,7
Tata Altroz,Tata,Altroz,2014,2.46,124998,Diesel,Individual,Manual,First Owner,17.0,1557.0,106.2,5
Hyundai Grand i10,Hyundai,Grand i10,2015,2.39,149569,Petrol,Trustmark Dealer,Manual,Second Owner,18.2,1406.0,95.6,5
Honda WR-V,Honda,WR-V,2022,6.23,74033,Diesel,Dealer,Manual,Second Owner,17.9,1626.0,113.6,5
Kia EV6,Kia,EV6,2016,3.81,103804,Electric,Individual,Manual,First Owner,20.4,855.0,65.2,7
Renault Kiger,Renault,Kiger,2014,2.13,105067,Petrol,Individual,Manual,First Owner,15.2,1648.0,99.4,5
Maruti Wagon R,Maruti,Wagon R,2021,3.6,93466,Petrol,Dealer,Manual,First Owner,19.4,1184.0,84.9,5
Maruti Dzire,Maruti,Dzire,2021,3.72,105215,Petrol,Individual,Manual,First Owner,16.4,1757.0,113.0,7
Hyundai i20,Hyundai,i20,2022,4.93,70387,Petrol,Trustmark Dealer,Manual,Second Owner,20.1,1201.0,76.5,5
Hyundai i20,Hyundai,i20,2021,5.15,106774,Petrol,Individual,Automatic,First Owner,17.1,800.0,62.8,5
Honda Jazz,Honda,Jazz,2024,8.6,15159,Petrol,Individual,Manual,Second Owner,16.3,1497.0,98.0,5
Tata Nexon,Tata,Nexon,2019,3.57,89780,Petrol,Individual,Manual,First Owner,17.1,1045.0,67.6,5
Maruti Dzire,Maruti,Dzire,2015,1.89,116117,Petrol,Trustmark Dealer,Manual,First Owner,20.2,1068.0,72.3,5
Tata Nexon,Tata,Nexon,2023,6.61,49006,Petrol,Trustmark Dealer,Manual,Third Owner,22.0,800.0,70.3,7
Honda Amaze,Honda,Amaze,2015,2.79,169444,Diesel,Dealer,Automatic,First Owner,14.6,1768.0,123.3,5
Maruti Baleno,Maruti,Baleno,2015,2.07,115543,Petrol,Individual,Automatic,First Owner,17.9,1018.0,72.5,5
Renault Triber,Renault,Triber,2022,4.16,62529,CNG,Dealer,Manual,First Owner,16.5,1751.0,111.8,5
Maruti Swift,Maruti,Swift,2023,4.4,65571,Petrol,Individual,Manual,First Owner,18.9,1049.0,61.2,5
Kia EV6,Kia,EV6,2016,4.74,66438,Petrol,Individual,Automatic,First Owner,23.0,875.0,76.9,5
Maruti Dzire,Maruti,Dzire,2021,3.83,61282,Petrol,Dealer,Manual,First Owner,19.3,1662.0,114.7,7
Renault Triber,Renault,Triber,2023,4.93,86631,Diesel,Trustmark Dealer,Automatic,First Owner,20.5,1174.0,85.6,5
Kia Seltos,Kia,Seltos,2022,8.24,57663,Petrol,Individual,Manual,First Owner,18.9,1178.0,61.6,7
Mahindra Scorpio,Mahindra,Scorpio,2012,2.88,118264,Petrol,Individual,Manual,First Owner,24.2,800.0,59.3,5
Volkswagen Polo,Volkswagen,Polo,2020,4.44,113309,Petrol,Individual,Manual,Second Owner,19.7,1040.0,71.2,5
Volkswagen Taigun,Volkswagen,Taigun,2014,2.7,152985,Electric,Individual,Manual,Second Owner,16.5,1350.0,94.7,5
Toyota Glanza,Toyota,Glanza,2023,9.75,76373,Petrol,Individual,Automatic,First Owner,19.2,800.0,55.4,5
Volkswagen Virtus,Volkswagen,Virtus,2012,2.43,126487,Petrol,Dealer,Manual,First Owner,18.0,1011.0,68.8,5
Maruti Dzire,Maruti,Dzire,2024,5.35,53231,CNG,Individual,Manual,First Owner,19.1,1053.0,,5
Honda Jazz,Honda,Jazz,2014,2.72,105808,Petrol,Dealer,Manual,First Owner,,1223.0,76.1,5
Honda City,Honda,City,2017,3.47,82114,Petrol,Individual,Automatic,First Owner,12.6,1718.0,104.9,5
Renault Duster,Renault,Duster,2015,2.14,94022,Diesel,Individual,Manual,Second Owner,18.0,1095.0,76.8,5
Tata Altroz,Tata,Altroz,2022,5.65,57902,Petrol,Individual,Automatic,First Owner,20.1,958.0,78.4,7
Tata Nexon,Tata,Nexon,2017,2.86,81236,Petrol,Individual,Automatic,First Owner,14.3,2161.0,140.3,5
Toyota Glanza,Toyota,Glanza,2021,8.06,43598,Petrol,Individual,Manual,Second Owner,19.1,1048.0,81.2,5
Hyundai Verna,Hyundai,Verna,2012,2.69,141326,Petrol,Dealer,Automatic,Second Owner,19.2,1133.0,77.8,5
Maruti Dzire,Maruti,Dzire,2017,2.17,109161,CNG,Trustmark Dealer,Automatic,First Owner,16.6,1075.0,86.1,5
Tata Tiago,Tata,Tiago,2023,5.51,102417,Diesel,Individual,Manual,First Owner,17.0,1103.0,61.7,5
Tata Harrier,Tata,Harrier,2024,6.92,43796,Diesel,Dealer,Manual,Third Owner,18.1,1227.0,98.7,5
Hyundai i20,Hyundai,i20,2014,2.65,130014,Petrol,Trustmark Dealer,Manual,First Owner,17.6,1522.0,115.9,5
Tata Altroz,Tata,Altroz,2017,2.17,110879,Diesel,Individual,Manual,Second Owner,18.0,1341.0,92.4,5
Tata Altroz,Tata,Altroz,2017,2.39,98415,Diesel,Dealer,Manual,Second Owner,14.5,1577.0,108.4,5
Hyundai Verna,Hyundai,Verna,2019,3.96,107375,Petrol,Trustmark Dealer,Automatic,First Owner,15.8,1565.0,100.8,5
Tata Harrier,Tata,Harrier,2018,2.61,114555,CNG,Dealer,Manual,First Owner,21.0,1273.0,83.3,5
Ford Aspire,Ford,Aspire,2013,2.31,137203,Diesel,Individual,Manual,First Owner,18.7,1332.0,83.4,5
Hyundai i20,Hyundai,i20,2021,5.77,72375,Diesel,Dealer,Manual,First Owner,15.9,1588.0,101.9,5
Mahindra Bolero,Mahindra,Bolero,2014,2.97,115634,Petrol,Individual,Manual,First Owner,18.4,811.0,64.1,5
Kia EV6,Kia,EV6,2016,3.73,80409,Petrol,Dealer,Manual,Second Owner,12.1,2074.0,132.4,5
Honda Amaze,Honda,Amaze,2022,6.73,53769,Diesel,Trustmark Dealer,Manual,Second Owner,19.3,1021.0,87.0,5
Hyundai Grand i10,Hyundai,Grand i10,2020,4.82,70815,Diesel,Individual,Manual,Second Owner,19.6,1077.0,75.0,5
Honda WR-V,Honda,WR-V,2017,2.92,79272,Petrol,Dealer,Manual,Third Owner,21.7,800.0,47.1,5
Renault Kwid,Renault,Kwid,2023,5.35,74678,Petrol,Individual,Manual,Second Owner,21.3,800.0,72.2,7
Toyota Etios,Toyota,Etios,2017,4.67,130325,Diesel,Individual,Automatic,First Owner,15.7,1541.0,90.0,7
Volkswagen Polo,Volkswagen,Polo,2019,4.1,71022,Petrol,Dealer,Manual,First Owner,12.9,1995.0,120.2,5
Honda City,Honda,City,2015,2.42,123235,Petrol,Dealer,Manual,First Owner,23.5,1001.0,72.2,5
Toyota Innova,Toyota,Innova,2014,4.12,100749,Diesel,Individual,Manual,First Owner,16.5,1322.0,91.0,7
Hyundai Grand i10,Hyundai,Grand i10,2018,2.93,90791,Petrol,Dealer,Manual,First Owner,15.3,1277.0,73.7,5
Ford EcoSport,Ford,EcoSport,2019,3.43,75812,Petrol,Individual,Manual,First Owner,13.1,,94.3,5
Hyundai Verna,Hyundai,Verna,2022,5.63,84741,Petrol,Trustmark Dealer,Manual,First Owner,13.3,1977.0,111.9,5
Ford Figo,Ford,Figo,2017,2.63,89066,CNG,Dealer,Manual,First Owner,17.3,1732.0,115.2,7
Renault Duster,Renault,Duster,2023,4.75,87256,Petrol,Dealer,Manual,Second Owner,,1116.0,,5
Maruti Swift,Maruti,Swift,2019,2.97,85594,Diesel,Individual,Manual,First Owner,20.3,1385.0,81.4,5
Toyota Fortuner,Toyota,Fortuner,2012,5.45,122208,Electric,Individual,Manual,First Owner,17.1,,101.1,5
Maruti Baleno,Maruti,Baleno,2021,3.75,50427,Diesel,Trustmark Dealer,Manual,First Owner,20.6,1193.0,88.1,5
Ford Figo,Ford,Figo,2019,3.45,96570,Petrol,Individual,Automatic,First Owner,19.0,816.0,54.6,5
Maruti Wagon R,Maruti,Wagon R,2017,1.8,123694,Petrol,Individual,Manual,First Owner,18.4,920.0,49.7,5
Kia EV6,Kia,EV6,2018,4.93,103513,Petrol,Dealer,Automatic,First Owner,16.3,1602.0,94.5,5
Maruti Baleno,Maruti,Baleno,2015,1.93,166254,Diesel,Dealer,Manual,First Owner,16.9,1638.0,100.3,5
Mahindra Bolero,Mahindra,Bolero,2019,4.97,122455,Electric,Dealer,Manual,First Owner,18.4,1127.0,89.3,5
Volkswagen Taigun,Volkswagen,Taigun,2019,4.39,84234,Diesel,Dealer,Manual,First Owner,18.4,1291.0,85.1,5
Toyota Glanza,Toyota,Glanza,2017,4.5,97003,Petrol,Trustmark Dealer,Manual,Third Owner,17.2,1619.0,96.0,5
Volkswagen Taigun,Volkswagen,Taigun,2015,2.37,127333,Petrol,Individual,Manual,Second Owner,17.7,800.0,60.2,7
Volkswagen Taigun,Volkswagen,Taigun,2017,3.44,85563,CNG,Dealer,Automatic,First Owner,18.5,1044.0,62.1,5
Mahindra XUV500,Mahindra,XUV500,2018,2.84,123158,Petrol,Dealer,Manual,First Owner,13.4,1906.0,123.9,5
Hyundai Grand i10,Hyundai,Grand i10,2018,3.4,105455,Diesel,Dealer,Manual,First Owner,16.8,1305.0,79.0,5
Toyota Innova,Toyota,Innova,2016,4.16,116142,Petrol,Individual,Manual,Second Owner,21.3,805.0,52.6,7
Maruti Dzire,Maruti,Dzire,2019,3.4,106112,Diesel,Individual,Manual,First Owner,17.1,1241.0,86.3,7
Toyota Glanza,Toyota,Glanza,2014,3.56,161402,Diesel,Individual,Manual,Second Owner,12.3,1558.0,114.7,5
Maruti Dzire,Maruti,Dzire,2018,2.35,101261,Petrol,Dealer,Manual,Second Owner,20.1,800.0,76.6,5
Honda Amaze,Honda,Amaze,2013,2.35,127513,Petrol,Individual,Manual,First Owner,15.9,1262.0,76.1,5
Honda WR-V,Honda,WR-V,2018,2.93,130691,Diesel,Dealer,Manual,Second Owner,20.0,1070.0,69.1,5
Tata Nexon,Tata,Nexon,2022,4.56,92786,Petrol,Dealer,Manual,First Owner,,800.0,63.1,5
Honda Amaze,Honda,Amaze,2022,6.44,64438,Petrol,Individual,Manual,First Owner,13.8,1229.0,91.9,7
Volkswagen Virtus,Volkswagen,Virtus,2021,5.37,78114,Petrol,Dealer,Manual,First Owner,17.1,1152.0,61.0,5
Volkswagen Vento,Volkswagen,Vento,2021,4.74,82298,Petrol,Individual,Manual,Second Owner,19.1,1192.0,81.3,7
Honda WR-V,Honda,WR-V,2012,3.09,144459,Diesel,Individual,Automatic,First Owner,16.2,1078.0,70.4,5
Toyota Fortuner,Toyota,Fortuner,2016,4.6,80654,Petrol,Individual,Automatic,First Owner,21.9,843.0,46.0,7
Kia Carens,Kia,Carens,2020,6.49,50565,Petrol,Individual,Manual,First Owner,22.7,800.0,48.3,7
Maruti Wagon R,Maruti,Wagon R,2022,4.64,51977,CNG,Dealer,Manual,Third Owner,19.4,958.0,63.1,5
Maruti Dzire,Maruti,Dzire,2019,3.27,69775,Petrol,Individual,Automatic,First Owner,15.1,1501.0,98.0,5
Maruti Baleno,Maruti,Baleno,2023,5.2,50835,Petrol,Individual,Manual,First Owner,13.3,1282.0,93.6,5
Toyota Glanza,Toyota,Glanza,2015,3.82,130963,Diesel,Individual,Manual,First Owner,20.1,1176.0,82.5,7
Tata Altroz,Tata,Altroz,2013,2.27,126283,CNG,Dealer,Manual,First Owner,24.4,836.0,68.6,5
Volkswagen Vento,Volkswagen,Vento,2013,2.78,134320,Diesel,Individual,Manual,Second Owner,22.7,1069.0,74.0,5
Ford EcoSport,Ford,EcoSport,2019,4.69,64065,Diesel,Individual,Automatic,Third Owner,16.5,1458.0,89.6,5
Hyundai i20,Hyundai,i20,2020,4.48,74343,Petrol,Trustmark Dealer,Automatic,Second Owner,15.2,1377.0,89.3,5
Kia EV6,Kia,EV6,2015,3.67,129919,Petrol,Individual,Automatic,Second Owner,20.9,1033.0,77.4,5
Volkswagen Polo,Volkswagen,Polo,2022,6.08,84588,CNG,Individual,Automatic,First Owner,20.3,800.0,67.3,5
Hyundai i20,Hyundai,i20,2021,5.23,62059,CNG,Individual,Manual,First Owner,20.6,964.0,66.8,7
Tata Nexon,Tata,Nexon,2016,2.56,114056,Diesel,Dealer,Automatic,First Owner,19.9,1031.0,64.3,5
Hyundai Creta,Hyundai,Creta,2015,2.56,165374,Petrol,Dealer,Manual,First Owner,20.3,883.0,66.3,7
Maruti Swift,Maruti,Swift,2021,3.34,77612,Petrol,Individual,Manual,First Owner,21.2,1055.0,76.8,5
Maruti Wagon R,Maruti,Wagon R,2020,3.39,69249,Petrol,Dealer,Manual,Second Owner,18.9,1486.0,106.6,7
Kia EV6,Kia,EV6,2014,2.98,119677,CNG,Dealer,Manual,First Owner,17.4,1187.0,74.9,5
Tata Harrier,Tata,Harrier,2015,2.46,119027,Diesel,Dealer,Manual,First Owner,14.6,1546.0,94.7,5
Tata Harrier,Tata,Harrier,2018,2.97,94174,Petrol,Trustmark Dealer,Manual,First Owner,15.6,800.0,65.0,7
Ford Aspire,Ford,Aspire,2018,3.87,96810,Petrol,Dealer,Manual,Second Owner,18.2,1093.0,71.9,5
Honda WR-V,Honda,WR-V,2014,2.97,91744,Petrol,Individual,Manual,Second Owner,18.4,800.0,55.4,5
Kia Carens,Kia,Carens,2024,9.91,37322,Petrol,Individual,Manual,First Owner,20.0,1051.0,82.8,5
Volkswagen Polo,Volkswagen,Polo,2017,2.86,100714,Diesel,Trustmark Dealer,Manual,Second Owner,19.7,834.0,49.9,5
Tata Tiago,Tata,Tiago,2016,2.39,106864,Diesel,Dealer,Manual,Second Owner,15.4,1648.0,122.1,5
Tata Tiago,Tata,Tiago,2012,2.22,124043,Petrol,Individual,Manual,First Owner,19.2,1343.0,84.0,5
Mahindra Scorpio,Mahindra,Scorpio,2023,8.43,61105,Diesel,Trustmark Dealer,Automatic,Second Owner,17.2,1555.0,107.5,7
Ford EcoSport,Ford,EcoSport,2015,2.28,118342,Electric,Dealer,Manual,First Owner,18.9,1050.0,71.9,5
Mahindra Bolero,Mahindra,Bolero,2024,7.41,78067,Petrol,Dealer,Manual,First Owner,23.7,843.0,63.5,5
Maruti Baleno,Maruti,Baleno,2018,2.44,95317,Petrol,Dealer,Manual,First Owner,21.9,832.0,58.7,5
Renault Triber,Renault,Triber,2023,6.27,73780,Petrol,Individual,Automatic,First Owner,17.0,1293.0,93.0,5
Toyota Glanza,Toyota,Glanza,2014,4.22,111584,Petrol,Dealer,Manual,First Owner,14.1,1834.0,113.1,5
Maruti Swift,Maruti,Swift,2014,1.73,136086,Petrol,Trustmark Dealer,Manual,First Owner,19.1,1344.0,84.3,7
Toyota Fortuner,Toyota,Fortuner,2022,9.64,79766,Diesel,Individual,Manual,First Owner,19.5,1069.0,88.3,5
Ford Aspire,Ford,Aspire,2022,5.59,90547,Petrol,Individual,Automatic,First Owner,16.5,1134.0,,5
Maruti Swift,Maruti,Swift,2019,3.03,106696,Petrol,Dealer,Automatic,First Owner,20.2,1189.0,75.0,5
Tata Tiago,Tata,Tiago,2012,1.92,149452,CNG,Individual,Manual,First Owner,16.9,1909.0,108.1,5
Renault Kwid,Renault,Kwid,2024,5.64,56334,Petrol,Individual,Manual,First Owner,18.3,1632.0,119.7,5
Hyundai Creta,Hyundai,Creta,2017,2.71,109388,Diesel,Individual,Manual,First Owner,20.9,1291.0,81.6,5
Tata Nexon,Tata,Nexon,2024,6.0,81897,Diesel,Individual,Manual,Second Owner,22.3,,99.6,5
Tata Tiago,Tata,Tiago,2023,6.8,50654,Diesel,Individual,Automatic,Second Owner,21.2,1305.0,90.0,5
Hyundai Creta,Hyundai,Creta,2023,6.95,51175,Diesel,Dealer,Automatic,First Owner,18.1,1373.0,91.7,5
Kia Sonet,Kia,Sonet,2020,6.78,88491,Diesel,Dealer,Automatic,Second Owner,18.7,1055.0,74.4,5
Volkswagen Taigun,Volkswagen,Taigun,2020,5.23,93636,Diesel,Dealer,Automatic,First Owner,16.3,905.0,82.5,5
Maruti Baleno,Maruti,Baleno,2018,2.48,79369,Petrol,Individual,Manual,Third Owner,16.3,1561.0,83.3,5
Mahindra Thar,Mahindra,Thar,2012,3.68,134855,Petrol,Individual,Automatic,First Owner,19.3,1208.0,,5
Kia Sonet,Kia,Sonet,2017,3.89,101932,Petrol,Individual,Manual,First Owner,16.6,1532.0,97.1,5
Hyundai Grand i10,Hyundai,Grand i10,2021,4.96,29263,Petrol,Dealer,Manual,First Owner,11.4,1776.0,111.0,5
Renault Triber,Renault,Triber,2022,4.29,66668,Petrol,Trustmark Dealer,Manual,First Owner,16.7,1382.0,92.2,5
Maruti Wagon R,Maruti,Wagon R,2019,2.68,87539,Petrol,Individual,Manual,First Owner,18.9,1325.0,85.7,5
Mahindra Thar,Mahindra,Thar,2021,6.09,74473,Petrol,Trustmark Dealer,Automatic,First Owner,10.1,2320.0,,5
Ford Endeavour,Ford,Endeavour,2012,2.5,167650,Petrol,Individual,Automatic,First Owner,18.3,1272.0,84.8,7
Toyota Fortuner,Toyota,Fortuner,2018,5.42,70752,Petrol,Individual,Automatic,Second Owner,21.3,818.0,49.5,5
Maruti Wagon R,Maruti,Wagon R,2018,2.84,79358,Diesel,Dealer,Automatic,Second Owner,,1102.0,78.7,5
Kia Carens,Kia,Carens,2023,10.92,7531,Diesel,Individual,Manual,First Owner,18.7,1743.0,116.6,5
Maruti Baleno,Maruti,Baleno,2016,1.93,99919,Diesel,Trustmark Dealer,Manual,Second Owner,19.8,800.0,54.7,5
Hyundai Creta,Hyundai,Creta,2014,2.95,114795,Petrol,Individual,Automatic,First Owner,20.2,937.0,81.5,5
Maruti Dzire,Maruti,Dzire,2016,1.74,99280,CNG,Dealer,Manual,Third Owner,16.6,1587.0,113.0,5
Volkswagen Vento,Volkswagen,Vento,2014,2.69,147868,Diesel,Individual,Automatic,First Owner,20.2,1105.0,82.5,7
Maruti Swift,Maruti,Swift,2019,2.6,109933,Petrol,Individual,Manual,Second Owner,19.6,1161.0,85.5,5
Kia Carens,Kia,Carens,2020,7.23,86212,Electric,Individual,Manual,Second Owner,19.1,1576.0,101.9,5
Toyota Innova,Toyota,Innova,2022,8.38,63346,Petrol,Trustmark Dealer,Manual,Second Owner,15.1,949.0,76.3,5
Maruti Dzire,Maruti,Dzire,2024,5.96,81076,Diesel,Dealer,Manual,Second Owner,21.4,800.0,71.6,5
Maruti Dzire,Maruti,Dzire,2012,1.82,136065,Diesel,Dealer,Automatic,First Owner,21.5,800.0,65.5,5
Maruti Wagon R,Maruti,Wagon R,2015,2.36,98998,Petrol,Individual,Automatic,Second Owner,16.7,1404.0,87.7,5
Toyota Innova,Toyota,Innova,2015,4.95,79242,Diesel,Individual,Manual,First Owner,13.3,1291.0,85.7,5
Volkswagen Virtus,Volkswagen,Virtus,2015,2.62,107291,Petrol,Individual,Manual,First Owner,19.6,958.0,72.3,7
Hyundai i20,Hyundai,i20,2022,5.38,88102,Petrol,Dealer,Manual,Third Owner,19.1,800.0,65.7,7
Renault Kwid,Renault,Kwid,2013,2.1,180083,Petrol,Individual,Manual,First Owner,22.2,1105.0,75.2,5
Maruti Baleno,Maruti,Baleno,2012,2.23,137855,Petrol,Individual,Manual,First Owner,16.9,1591.0,98.0,5
Volkswagen Taigun,Volkswagen,Taigun,2023,6.21,48162,Petrol,Dealer,Manual,Second Owner,18.4,907.0,77.6,5
Kia Carens,Kia,Carens,2024,10.14,32430,Diesel,Dealer,Manual,First Owner,15.5,968.0,59.7,5
Volkswagen Vento,Volkswagen,Vento,2014,2.29,135643,Petrol,Individual,Manual,First Owner,21.7,800.0,51.5,5
Ford Aspire,Ford,Aspire,2016,2.29,71678,Petrol,Individual,Manual,First Owner,20.4,1071.0,63.3,5
Renault Kiger,Renault,Kiger,2018,3.12,109607,Diesel,Individual,Automatic,Second Owner,17.2,1318.0,79.9,7
Maruti Swift,Maruti,Swift,2018,2.53,115489,Petrol,Dealer,Manual,Second Owner,15.4,1940.0,131.7,5
Hyundai i20,Hyundai,i20,2024,5.89,68098,Petrol,Individual,Manual,First Owner,17.2,1276.0,95.4,5
Maruti Wagon R,Maruti,Wagon R,2017,2.24,99167,Diesel,Dealer,Manual,First Owner,20.6,1181.0,79.4,5
Honda City,Honda,City,2012,2.91,148928,CNG,Individual,Automatic,First Owner,18.6,1502.0,101.6,7
Volkswagen Vento,Volkswagen,Vento,2017,2.87,107760,Petrol,Trustmark Dealer,Automatic,Second Owner,13.7,1444.0,94.3,7
Toyota Glanza,Toyota,Glanza,2019,5.96,73881,Petrol,Trustmark Dealer,Manual,Second Owner,16.7,998.0,60.4,5
Renault Kwid,Renault,Kwid,2018,2.83,138209,Diesel,Individual,Manual,Third Owner,17.9,2006.0,143.1,5
Maruti Baleno,Maruti,Baleno,2018,3.11,89763,CNG,Individual,Automatic,First Owner,20.2,1191.0,91.5,5
Ford Aspire,Ford,Aspire,2023,5.85,82066,Petrol,Individual,Manual,First Owner,15.3,1283.0,88.4,5
Maruti Wagon R,Maruti,Wagon R,2022,4.83,18290,Petrol,Dealer,Manual,First Owner,14.1,1393.0,84.8,5
Hyundai Verna,Hyundai,Verna,2015,2.49,145082,Petrol,Individual,Automatic,First Owner,18.1,1321.0,85.9,5
