car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,car_age,price_per_10k_km,price_segment,mileage_category,age_group
Ford Aspire,Ford,Aspire,2013,2.06,157103,Petrol,Individual,Manual,First Owner,15.3,1660.0,102.9,7,12,0.13112416694779858,Budget,Medium,8-12 years
Volkswagen Polo,Volkswagen,Polo,2024,6.97,57097,Petrol,Dealer,Manual,First Owner,21.1,960.0,60.9,7,1,1.2207296355325148,Mid-range,High,0-3 years
Maruti Wagon R,Maruti,Wagon R,2016,1.88,105864,Diesel,Individual,Manual,First Owner,16.9,1486.0,90.6,5,9,0.1775863371873347,Budget,Medium,8-12 years
Kia Sonet,Kia,Sonet,2012,3.91,129260,Petrol,Trustmark Dealer,Automatic,Second Owner,21.9,1033.0,76.1,5,13,0.302491103202847,Budget,High,13+ years
Hyundai Creta,Hyundai,Creta,2015,2.75,111371,Petrol,Trustmark Dealer,Manual,Second Owner,17.3,1439.0,85.3,5,10,0.2469224483932083,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2022,4.38,90293,Petrol,Trustmark Dealer,Manual,Second Owner,19.4,1482.0,88.4,5,3,0.4850874375643738,Mid-range,High,0-3 years
Honda WR-V,Honda,WR-V,2016,2.71,115582,Diesel,Dealer,Manual,First Owner,12.2,1635.0,112.1,5,9,0.2344655742243602,Budget,Medium,8-12 years
Tata Nexon,Tata,Nexon,2012,2.26,141676,Petrol,Individual,Manual,First Owner,20.2,1028.0,70.2,5,13,0.1595189022840848,Budget,High,13+ years
Renault Kiger,Renault,Kiger,2021,4.41,53245,CNG,Dealer,Manual,First Owner,15.6,1555.0,108.2,5,4,0.8282467837355622,Mid-range,Medium,4-7 years
Volkswagen Polo,Volkswagen,Polo,2014,2.8,102215,Diesel,Dealer,Automatic,Second Owner,18.8,800.0,56.1,5,11,0.2739323973976422,Budget,High,8-12 years
Hyundai i20,Hyundai,i20,2016,2.73,157655,Electric,Trustmark Dealer,Manual,First Owner,18.1,1654.0,106.0,5,9,0.17316291903206368,Budget,High,8-12 years
Mahindra Thar,Mahindra,Thar,2012,3.17,132587,CNG,Individual,Automatic,First Owner,20.2,1191.0,81.8,7,13,0.2390882967410078,Budget,High,13+ years
Hyundai i20,Hyundai,i20,2019,3.76,73955,Petrol,Individual,Manual,Third Owner,14.3,1199.0,92.0,7,6,0.508417280778852,Budget,Medium,4-7 years
Honda Amaze,Honda,Amaze,2017,3.21,135484,Diesel,Trustmark Dealer,Automatic,Second Owner,22.0,800.0,69.4,5,8,0.2369283457825278,Budget,High,8-12 years
Hyundai i20,Hyundai,i20,2023,6.83,71199,Petrol,Dealer,Manual,First Owner,20.3,1064.0,82.7,5,2,0.9592831359991011,Mid-range,High,0-3 years
Kia Seltos,Kia,Seltos,2016,4.34,123219,Electric,Individual,Manual,Second Owner,14.3,1674.0,102.0,5,9,0.3522184078754088,Mid-range,Medium,8-12 years
Maruti Swift,Maruti,Swift,2014,2.06,120462,Petrol,Dealer,Automatic,First Owner,17.5,1051.0,64.9,5,11,0.171008284770301,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2014,2.07,116489,Diesel,Individual,Manual,First Owner,13.8,1450.0,81.9,5,11,0.17769918189700315,Budget,Medium,8-12 years
Tata Altroz,Tata,Altroz,2014,2.24,119769,Diesel,Individual,Manual,First Owner,17.6,1212.0,92.7,5,11,0.18702669305078945,Budget,Medium,8-12 years
Mahindra Bolero,Mahindra,Bolero,2017,3.17,73579,Petrol,Individual,Manual,First Owner,15.9,1572.0,110.8,5,8,0.4308294486198508,Budget,Medium,8-12 years
Kia Carens,Kia,Carens,2013,3.16,128065,Diesel,Individual,Manual,Second Owner,19.6,1267.0,84.8,5,12,0.2467496974192793,Budget,High,8-12 years
Volkswagen Polo,Volkswagen,Polo,2017,3.0,110512,Petrol,Individual,Automatic,First Owner,20.7,874.0,68.9,5,8,0.27146373244534533,Budget,High,8-12 years
Kia Sonet,Kia,Sonet,2023,9.27,105710,Petrol,Individual,Automatic,First Owner,16.1,1220.0,88.1,5,2,0.8769274430044461,Premium,Medium,0-3 years
Kia Sonet,Kia,Sonet,2021,6.97,79891,Petrol,Individual,Manual,Third Owner,15.7,1760.0,113.0,5,4,0.8724386977256512,Mid-range,Medium,4-7 years
Honda Jazz,Honda,Jazz,2020,5.23,33148,Petrol,Individual,Automatic,First Owner,16.9,1374.0,92.1,5,5,1.577772414625317,Mid-range,Medium,4-7 years
Hyundai Creta,Hyundai,Creta,2023,6.53,62932,Diesel,Individual,Manual,First Owner,16.7,1159.0,79.5,7,2,1.0376279158456747,Mid-range,Medium,0-3 years
Volkswagen Vento,Volkswagen,Vento,2022,6.33,131769,CNG,Individual,Automatic,First Owner,10.8,1990.0,118.1,5,3,0.4803861302734331,Mid-range,Low,0-3 years
Ford Aspire,Ford,Aspire,2020,4.34,103560,Petrol,Dealer,Manual,First Owner,17.3,1606.0,97.8,5,5,0.4190807261490923,Mid-range,Medium,4-7 years
Tata Nexon,Tata,Nexon,2023,5.87,47160,Diesel,Dealer,Manual,First Owner,17.6,1486.0,91.1,5,2,1.244698897370653,Mid-range,Medium,0-3 years
Maruti Baleno,Maruti,Baleno,2013,2.1,143004,CNG,Individual,Manual,First Owner,18.8,1311.0,74.3,5,12,0.14684903918771502,Budget,High,8-12 years
Volkswagen Taigun,Volkswagen,Taigun,2022,7.39,55175,Diesel,Individual,Manual,Second Owner,15.5,1456.0,96.2,5,3,1.3393747168101495,Mid-range,Medium,0-3 years
Hyundai Verna,Hyundai,Verna,2015,2.59,87216,Petrol,Dealer,Manual,First Owner,17.2,1467.0,95.4,5,10,0.2969638598422307,Budget,Medium,8-12 years
Kia Carens,Kia,Carens,2021,6.71,70335,CNG,Dealer,Manual,First Owner,17.8,800.0,65.1,5,4,0.9540058292457525,Mid-range,Medium,4-7 years
Hyundai Verna,Hyundai,Verna,2023,6.59,67013,Petrol,Trustmark Dealer,Manual,First Owner,15.6,1338.0,98.7,5,2,0.9833912822885111,Mid-range,Medium,0-3 years
Maruti Dzire,Maruti,Dzire,2018,2.57,56312,Diesel,Trustmark Dealer,Manual,Second Owner,18.7,1144.0,88.5,5,7,0.4563858502628214,Budget,High,4-7 years
Renault Kiger,Renault,Kiger,2013,2.36,104718,Diesel,Dealer,Manual,First Owner,19.8,1025.0,82.7,5,12,0.22536717660765102,Budget,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2016,2.02,110727,Diesel,Dealer,Manual,First Owner,15.5,1132.0,71.2,5,9,0.18243066280130413,Budget,Medium,8-12 years
Maruti Dzire,Maruti,Dzire,2017,2.08,95020,Petrol,Individual,Manual,Third Owner,18.4,800.0,47.5,7,8,0.2189012839402231,Budget,High,8-12 years
Toyota Innova,Toyota,Innova,2024,11.28,67185,Petrol,Dealer,Automatic,First Owner,19.8,800.0,66.4,5,1,1.6789461933467291,Premium,High,0-3 years
Kia Sonet,Kia,Sonet,2024,9.84,31777,Diesel,Trustmark Dealer,Manual,First Owner,17.8,1636.0,116.0,7,1,3.0965792869056235,Premium,Medium,0-3 years
Maruti Dzire,Maruti,Dzire,2019,2.64,106710,Petrol,Dealer,Automatic,First Owner,15.8,1362.0,102.4,5,6,0.24739949395558058,Budget,Medium,4-7 years
Hyundai i20,Hyundai,i20,2024,8.56,32457,Petrol,Individual,Automatic,First Owner,20.8,800.0,62.9,5,1,2.6373355516529564,Premium,High,0-3 years
Volkswagen Virtus,Volkswagen,Virtus,2017,2.83,140140,Diesel,Individual,Manual,Third Owner,19.9,998.0,53.9,7,8,0.20194091622663052,Budget,High,8-12 years
Mahindra Bolero,Mahindra,Bolero,2017,3.67,66253,Diesel,Individual,Manual,First Owner,16.1,1508.0,100.9,5,8,0.5539371802031606,Budget,Medium,8-12 years
Honda WR-V,Honda,WR-V,2022,6.31,47463,Petrol,Individual,Manual,First Owner,19.4,1102.0,80.1,5,3,1.32945662937446,Mid-range,High,0-3 years
Maruti Swift,Maruti,Swift,2020,3.0,93682,Petrol,Dealer,Automatic,First Owner,13.2,1636.0,115.0,7,5,0.32023227514357083,Budget,Medium,4-7 years
Maruti Wagon R,Maruti,Wagon R,2018,2.56,134113,Electric,Dealer,Manual,First Owner,15.0,1567.0,112.6,5,7,0.19088380693892462,Budget,Medium,4-7 years
Hyundai Grand i10,Hyundai,Grand i10,2017,2.87,110930,Petrol,Individual,Automatic,First Owner,23.4,800.0,66.3,7,8,0.2587217163977283,Budget,High,8-12 years
Maruti Dzire,Maruti,Dzire,2021,3.66,90382,Petrol,Dealer,Automatic,Second Owner,21.6,1150.0,73.6,5,4,0.4049478878537762,Budget,High,4-7 years
Ford Endeavour,Ford,Endeavour,2021,3.98,78385,Petrol,Individual,Manual,First Owner,20.9,1043.0,64.1,5,4,0.5077502073100721,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2018,2.54,74919,Petrol,Individual,Automatic,Second Owner,22.8,800.0,63.3,5,7,0.3390328221145504,Budget,High,4-7 years
Honda City,Honda,City,2012,2.99,125716,Electric,Individual,Manual,Second Owner,16.9,800.0,52.7,5,13,0.23783766585001115,Budget,Medium,13+ years
Ford EcoSport,Ford,EcoSport,2013,2.68,103337,Petrol,Individual,Automatic,First Owner,18.0,918.0,77.3,7,12,0.2593456361225892,Budget,Medium,8-12 years
Toyota Innova,Toyota,Innova,2013,4.88,101868,Petrol,Dealer,Automatic,Second Owner,19.0,976.0,55.0,5,12,0.4790513213177838,Mid-range,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2018,2.84,106338,Petrol,Dealer,Manual,Second Owner,22.6,1299.0,91.0,5,7,0.26707291842991215,Budget,High,4-7 years
Volkswagen Virtus,Volkswagen,Virtus,2019,4.28,66290,Petrol,Dealer,Manual,First Owner,15.7,1565.0,103.6,7,6,0.6456479106954293,Mid-range,Medium,4-7 years
Ford Aspire,Ford,Aspire,2022,5.13,78530,Petrol,Individual,Manual,First Owner,18.8,1380.0,89.2,7,3,0.6532535336813956,Mid-range,High,0-3 years
Ford Endeavour,Ford,Endeavour,2015,3.63,88359,Electric,Dealer,Automatic,First Owner,17.6,1463.0,88.1,5,10,0.41082402471734625,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2022,3.72,78020,Diesel,Individual,Manual,First Owner,19.6,1107.0,59.4,5,3,0.4768008203024866,Budget,High,0-3 years
Maruti Swift,Maruti,Swift,2020,3.1,73748,Petrol,Individual,Automatic,Second Owner,17.1,1411.0,88.4,7,5,0.4203503823832511,Budget,Medium,4-7 years
Kia Carens,Kia,Carens,2012,2.94,167445,Petrol,Dealer,Manual,First Owner,16.2,1148.0,74.0,5,13,0.1755800412075607,Budget,Medium,13+ years
Tata Tiago,Tata,Tiago,2016,2.36,117621,Petrol,Dealer,Manual,First Owner,13.8,1045.0,81.4,5,9,0.20064444274406779,Budget,Medium,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2015,2.76,144187,Petrol,Trustmark Dealer,Automatic,First Owner,17.2,1864.0,111.3,5,10,0.19141808900941137,Budget,Medium,8-12 years
Honda Jazz,Honda,Jazz,2023,6.33,48375,Diesel,Individual,Manual,First Owner,19.3,800.0,62.6,5,2,1.3085271317829457,Mid-range,High,0-3 years
Ford Aspire,Ford,Aspire,2023,5.29,66235,Petrol,Dealer,Manual,Second Owner,16.8,1214.0,48.7,7,2,0.7986713972975014,Mid-range,Medium,0-3 years
Mahindra Scorpio,Mahindra,Scorpio,2022,6.19,49916,Diesel,Individual,Manual,Second Owner,18.5,1334.0,92.2,5,3,1.240083340011219,Mid-range,High,0-3 years
Hyundai i20,Hyundai,i20,2018,2.94,88400,CNG,Individual,Manual,Second Owner,19.7,1107.0,58.0,5,7,0.332579185520362,Budget,High,4-7 years
Kia Sonet,Kia,Sonet,2018,5.09,91733,Petrol,Dealer,Manual,First Owner,22.1,800.0,75.8,5,7,0.554871202293613,Mid-range,High,4-7 years
Maruti Swift,Maruti,Swift,2016,1.92,94531,CNG,Dealer,Manual,First Owner,22.6,831.0,81.9,5,9,0.2031079751615872,Budget,High,8-12 years
Honda Jazz,Honda,Jazz,2022,6.83,44758,Petrol,Dealer,Manual,Second Owner,18.3,876.0,45.0,5,3,1.5259841815988204,Mid-range,High,0-3 years
Toyota Fortuner,Toyota,Fortuner,2013,3.98,98902,Petrol,Dealer,Manual,First Owner,14.9,1512.0,92.4,7,12,0.40241855574204766,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2015,2.29,65525,Diesel,Individual,Manual,Second Owner,15.3,1624.0,97.3,5,10,0.3494849294162533,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2013,2.01,106760,Petrol,Trustmark Dealer,Manual,First Owner,16.8,1774.0,107.3,5,12,0.18827276133383286,Budget,Medium,8-12 years
Tata Tiago,Tata,Tiago,2018,3.08,111304,Diesel,Trustmark Dealer,Manual,First Owner,16.4,800.0,56.1,5,7,0.2767196147487961,Budget,Medium,4-7 years
Mahindra Scorpio,Mahindra,Scorpio,2015,3.48,81833,Diesel,Individual,Automatic,First Owner,20.8,800.0,53.7,5,10,0.4252563146896729,Budget,High,8-12 years
Toyota Glanza,Toyota,Glanza,2014,4.51,93401,Petrol,Individual,Manual,First Owner,22.4,800.0,52.5,5,11,0.4828642091626428,Mid-range,High,8-12 years
Kia Carens,Kia,Carens,2016,3.48,149899,CNG,Individual,Manual,First Owner,17.6,1214.0,96.5,5,9,0.23215631858784913,Budget,Medium,8-12 years
Volkswagen Taigun,Volkswagen,Taigun,2023,5.83,50997,Petrol,Dealer,Manual,Second Owner,18.9,1346.0,95.6,5,2,1.143204502225621,Mid-range,High,0-3 years
Tata Altroz,Tata,Altroz,2019,4.09,98063,Diesel,Trustmark Dealer,Automatic,First Owner,20.3,1228.0,92.1,5,6,0.41707881667907365,Mid-range,High,4-7 years
Volkswagen Taigun,Volkswagen,Taigun,2022,5.95,85630,Petrol,Dealer,Automatic,First Owner,12.4,1280.0,83.4,5,3,0.694849935770174,Mid-range,Medium,0-3 years
Maruti Swift,Maruti,Swift,2023,4.66,79575,Petrol,Individual,Automatic,Second Owner,21.7,1180.0,79.8,5,2,0.5856110587496073,Mid-range,High,0-3 years
Maruti Dzire,Maruti,Dzire,2023,5.52,31509,Petrol,Individual,Automatic,First Owner,21.2,808.0,50.4,5,2,1.7518804151194896,Mid-range,High,0-3 years
Renault Duster,Renault,Duster,2016,2.27,105416,CNG,Individual,Manual,First Owner,20.0,1380.0,91.5,7,9,0.2153373301965546,Budget,High,8-12 years
Volkswagen Polo,Volkswagen,Polo,2023,6.88,29399,Petrol,Individual,Automatic,Third Owner,16.3,1135.0,79.3,5,2,2.3402156535936594,Mid-range,Medium,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2023,5.38,118818,CNG,Individual,Manual,Second Owner,17.0,800.0,57.2,5,2,0.45279334780925445,Mid-range,Medium,0-3 years
Honda City,Honda,City,2024,7.53,23412,Petrol,Individual,Automatic,First Owner,20.8,1401.0,95.2,5,1,3.2162993336750385,Mid-range,High,0-3 years
Toyota Fortuner,Toyota,Fortuner,2016,4.05,87447,Petrol,Individual,Automatic,Second Owner,17.3,1214.0,75.3,5,9,0.46313767196130223,Mid-range,Medium,8-12 years
Renault Kiger,Renault,Kiger,2014,2.28,100606,Petrol,Individual,Automatic,First Owner,17.3,1280.0,77.0,5,11,0.22662664254617018,Budget,Medium,8-12 years
Toyota Fortuner,Toyota,Fortuner,2019,7.02,58073,Petrol,Dealer,Manual,First Owner,19.6,1156.0,88.1,5,6,1.2088233774731802,Mid-range,High,4-7 years
Tata Nexon,Tata,Nexon,2024,6.02,88257,CNG,Individual,Automatic,First Owner,18.1,1512.0,96.5,5,1,0.6820988703445618,Mid-range,High,0-3 years
Tata Nexon,Tata,Nexon,2023,5.59,118293,Petrol,Individual,Manual,First Owner,20.1,1277.0,98.6,5,2,0.4725554343874954,Mid-range,High,0-3 years
Tata Harrier,Tata,Harrier,2019,3.48,80533,Diesel,Dealer,Manual,First Owner,20.5,891.0,67.4,5,6,0.4321209938782859,Budget,High,4-7 years
Toyota Etios,Toyota,Etios,2013,4.45,100950,Diesel,Trustmark Dealer,Manual,First Owner,15.6,1313.0,103.0,5,12,0.4408122833085686,Mid-range,Medium,8-12 years
Renault Triber,Renault,Triber,2017,2.37,54787,Petrol,Dealer,Manual,Second Owner,19.1,1324.0,97.2,5,8,0.43258437220508517,Budget,High,8-12 years
Tata Harrier,Tata,Harrier,2021,5.03,72629,Diesel,Dealer,Manual,First Owner,18.8,1379.0,92.7,5,4,0.6925608228118245,Mid-range,High,4-7 years
Hyundai Creta,Hyundai,Creta,2019,3.62,84039,CNG,Dealer,Manual,First Owner,12.7,1563.0,95.2,5,6,0.4307523887718797,Budget,Medium,4-7 years
Hyundai Grand i10,Hyundai,Grand i10,2016,2.69,96171,Diesel,Dealer,Manual,Second Owner,22.4,984.0,63.5,7,9,0.27971009971821026,Budget,High,8-12 years
Volkswagen Polo,Volkswagen,Polo,2016,2.46,115370,Petrol,Dealer,Manual,Third Owner,12.1,1434.0,98.1,5,9,0.2132270087544422,Budget,Medium,8-12 years
Renault Kiger,Renault,Kiger,2012,1.93,145193,Diesel,Individual,Manual,First Owner,22.6,800.0,60.1,5,13,0.13292651849607076,Budget,High,13+ years
Maruti Dzire,Maruti,Dzire,2015,1.97,124107,Diesel,Individual,Manual,Second Owner,17.3,1158.0,74.0,7,10,0.15873399566503096,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2020,3.64,77545,Petrol,Individual,Automatic,Second Owner,20.3,1104.0,82.4,5,5,0.4694048616932104,Budget,High,4-7 years
Toyota Innova,Toyota,Innova,2015,5.0,92764,Diesel,Individual,Manual,First Owner,16.5,1707.0,109.2,5,10,0.5390021991289724,Mid-range,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2024,5.48,73148,Petrol,Individual,Automatic,First Owner,18.6,1145.0,84.7,5,1,0.7491660742604036,Mid-range,High,0-3 years
Renault Kwid,Renault,Kwid,2013,2.21,130275,Diesel,Individual,Manual,First Owner,18.1,1413.0,84.9,5,12,0.16964114373440797,Budget,High,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2019,4.27,110543,Electric,Individual,Manual,Second Owner,20.4,800.0,67.0,5,6,0.38627502419872806,Mid-range,High,4-7 years
Maruti Baleno,Maruti,Baleno,2018,3.04,114881,Electric,Individual,Manual,First Owner,18.3,1077.0,78.2,5,7,0.26462165197029974,Budget,High,4-7 years
Kia EV6,Kia,EV6,2022,8.19,40221,Diesel,Individual,Manual,First Owner,24.3,904.0,74.3,5,3,2.036249720295368,Premium,High,0-3 years
Maruti Swift,Maruti,Swift,2023,5.21,33447,Diesel,Individual,Manual,Second Owner,10.8,2066.0,136.4,5,2,1.557688282955123,Mid-range,Low,0-3 years
Hyundai i20,Hyundai,i20,2019,4.33,74378,Diesel,Individual,Manual,First Owner,13.3,967.0,67.5,5,6,0.582161391809406,Mid-range,Medium,4-7 years
Maruti Wagon R,Maruti,Wagon R,2020,3.34,61262,Petrol,Individual,Manual,First Owner,17.4,1226.0,81.1,5,5,0.5451993078906989,Budget,Medium,4-7 years
Maruti Dzire,Maruti,Dzire,2021,3.83,94615,Petrol,Dealer,Manual,Second Owner,17.1,1244.0,97.7,5,4,0.4047983934894045,Budget,Medium,4-7 years
Maruti Dzire,Maruti,Dzire,2018,2.82,105228,Petrol,Individual,Manual,Third Owner,19.8,800.0,56.7,5,7,0.2679895084958376,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2014,1.65,147682,Petrol,Individual,Manual,Second Owner,17.5,1016.0,76.9,5,11,0.11172654758196665,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2017,2.87,112722,Electric,Individual,Automatic,First Owner,19.3,1342.0,85.8,5,8,0.25460868330938063,Budget,High,8-12 years
Maruti Swift,Maruti,Swift,2015,1.79,121590,CNG,Individual,Manual,First Owner,15.4,1230.0,67.8,5,10,0.14721605395180523,Budget,Medium,8-12 years
Toyota Etios,Toyota,Etios,2018,5.48,123894,Petrol,Individual,Manual,First Owner,21.5,800.0,49.2,5,7,0.44231359065007186,Mid-range,High,4-7 years
Ford Endeavour,Ford,Endeavour,2019,3.7,101334,Petrol,Individual,Manual,First Owner,20.7,1002.0,73.4,7,6,0.36512917678173173,Budget,High,4-7 years
Tata Altroz,Tata,Altroz,2014,2.46,124998,Diesel,Individual,Manual,First Owner,17.0,1557.0,106.2,5,11,0.1968031488503816,Budget,Medium,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2015,2.39,149569,Petrol,Trustmark Dealer,Manual,Second Owner,18.2,1406.0,95.6,5,10,0.15979247036484834,Budget,High,8-12 years
Honda WR-V,Honda,WR-V,2022,6.23,74033,Diesel,Dealer,Manual,Second Owner,17.9,1626.0,113.6,5,3,0.841516620966326,Mid-range,Medium,0-3 years
Kia EV6,Kia,EV6,2016,3.81,103804,Electric,Individual,Manual,First Owner,20.4,855.0,65.2,7,9,0.36703787907980423,Budget,High,8-12 years
Renault Kiger,Renault,Kiger,2014,2.13,105067,Petrol,Individual,Manual,First Owner,15.2,1648.0,99.4,5,11,0.20272778322403798,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2021,3.6,93466,Petrol,Dealer,Manual,First Owner,19.4,1184.0,84.9,5,4,0.3851667986219588,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2021,3.72,105215,Petrol,Individual,Manual,First Owner,16.4,1757.0,113.0,7,4,0.353561754502685,Budget,Medium,4-7 years
Hyundai i20,Hyundai,i20,2022,4.93,70387,Petrol,Trustmark Dealer,Manual,Second Owner,20.1,1201.0,76.5,5,3,0.7004134286160796,Mid-range,High,0-3 years
Hyundai i20,Hyundai,i20,2021,5.15,106774,Petrol,Individual,Automatic,First Owner,17.1,800.0,62.8,5,4,0.4823271582969637,Mid-range,Medium,4-7 years
Honda Jazz,Honda,Jazz,2024,8.6,15159,Petrol,Individual,Manual,Second Owner,16.3,1497.0,98.0,5,1,5.67319744046441,Premium,Medium,0-3 years
Tata Nexon,Tata,Nexon,2019,3.57,89780,Petrol,Individual,Manual,First Owner,17.1,1045.0,67.6,5,6,0.3976386723100913,Budget,Medium,4-7 years
Maruti Dzire,Maruti,Dzire,2015,1.89,116117,Petrol,Trustmark Dealer,Manual,First Owner,20.2,1068.0,72.3,5,10,0.1627668644556783,Budget,High,8-12 years
Tata Nexon,Tata,Nexon,2023,6.61,49006,Petrol,Trustmark Dealer,Manual,Third Owner,22.0,800.0,70.3,7,2,1.3488144308860142,Mid-range,High,0-3 years
Honda Amaze,Honda,Amaze,2015,2.79,169444,Diesel,Dealer,Automatic,First Owner,14.6,1768.0,123.3,5,10,0.16465616958995302,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2015,2.07,115543,Petrol,Individual,Automatic,First Owner,17.9,1018.0,72.5,5,10,0.17915408116458806,Budget,Medium,8-12 years
Renault Triber,Renault,Triber,2022,4.16,62529,CNG,Dealer,Manual,First Owner,16.5,1751.0,111.8,5,3,0.6652913048345568,Mid-range,Medium,0-3 years
Maruti Swift,Maruti,Swift,2023,4.4,65571,Petrol,Individual,Manual,First Owner,18.9,1049.0,61.2,5,2,0.6710283509478275,Mid-range,High,0-3 years
Kia EV6,Kia,EV6,2016,4.74,66438,Petrol,Individual,Automatic,First Owner,23.0,875.0,76.9,5,9,0.7134471236340649,Mid-range,High,8-12 years
Maruti Dzire,Maruti,Dzire,2021,3.83,61282,Petrol,Dealer,Manual,First Owner,19.3,1662.0,114.7,7,4,0.6249796024933912,Budget,High,4-7 years
Renault Triber,Renault,Triber,2023,4.93,86631,Diesel,Trustmark Dealer,Automatic,First Owner,20.5,1174.0,85.6,5,2,0.5690803522988306,Mid-range,High,0-3 years
Kia Seltos,Kia,Seltos,2022,8.24,57663,Petrol,Individual,Manual,First Owner,18.9,1178.0,61.6,7,3,1.4289925949048783,Premium,High,0-3 years
Mahindra Scorpio,Mahindra,Scorpio,2012,2.88,118264,Petrol,Individual,Manual,First Owner,24.2,800.0,59.3,5,13,0.24352296556855849,Budget,High,13+ years
Volkswagen Polo,Volkswagen,Polo,2020,4.44,113309,Petrol,Individual,Manual,Second Owner,19.7,1040.0,71.2,5,5,0.3918488381328933,Mid-range,High,4-7 years
Volkswagen Taigun,Volkswagen,Taigun,2014,2.7,152985,Electric,Individual,Manual,Second Owner,16.5,1350.0,94.7,5,11,0.1764878909697029,Budget,Medium,8-12 years
Toyota Glanza,Toyota,Glanza,2023,9.75,76373,Petrol,Individual,Automatic,First Owner,19.2,800.0,55.4,5,2,1.2766291752320846,Premium,High,0-3 years
Volkswagen Virtus,Volkswagen,Virtus,2012,2.43,126487,Petrol,Dealer,Manual,First Owner,18.0,1011.0,68.8,5,13,0.1921146046629298,Budget,Medium,13+ years
Maruti Dzire,Maruti,Dzire,2024,5.35,53231,CNG,Individual,Manual,First Owner,19.1,1053.0,81.9,5,1,1.0050534463000882,Mid-range,High,0-3 years
Honda Jazz,Honda,Jazz,2014,2.72,105808,Petrol,Dealer,Manual,First Owner,18.3,1223.0,76.1,5,11,0.25706940874035994,Budget,High,8-12 years
Honda City,Honda,City,2017,3.47,82114,Petrol,Individual,Automatic,First Owner,12.6,1718.0,104.9,5,8,0.4225832379375016,Budget,Medium,8-12 years
Renault Duster,Renault,Duster,2015,2.14,94022,Diesel,Individual,Manual,Second Owner,18.0,1095.0,76.8,5,10,0.2276063049073621,Budget,Medium,8-12 years
Tata Altroz,Tata,Altroz,2022,5.65,57902,Petrol,Individual,Automatic,First Owner,20.1,958.0,78.4,7,3,0.9757866740354393,Mid-range,High,0-3 years
Tata Nexon,Tata,Nexon,2017,2.86,81236,Petrol,Individual,Automatic,First Owner,14.3,2161.0,140.3,5,8,0.3520606627603525,Budget,Medium,8-12 years
Toyota Glanza,Toyota,Glanza,2021,8.06,43598,Petrol,Individual,Manual,Second Owner,19.1,1048.0,81.2,5,4,1.8487086563603836,Premium,High,4-7 years
